date,platform,goodsNo,sort_type,rank,product_name,product_name_clean,brand,volume_ml,regular_price,discount,sales_price,rating,review_count,main_ingredients,main_ingredients_kor,ingredients,ing_source,url
2026-05-11,oliveyoung,A000000255624,신상품순,1,코스알엑스 더 블루 펩타이드 바쿠치올 플럼프 글로우 세럼 50ml,코스알엑스 더 블루 펩타이드 바쿠치올 플럼프 글로우 세럼 50ml,코스알엑스,50,28000,15,23800,5.0,45,"Peptide, Bakuchiol, Collagen, Hyaluronic Acid, Niacinamide, Adenosine, Tocopherol","펩타이드, 바쿠치올, 콜라겐, 히알루로닉산, 나이아신아마이드, 아데노신, 토코페롤","정제수, 부틸렌글라이콜, 글리세린, 다이프로필렌글라이콜, 나이아신아마이드, 1,2-헥산다이올, 베타인, 다이에톡시에틸석시네이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 다이메티콘, 카퍼트라이펩타이드-1(0.5%), 폴리글리세릴-6카프릴레이트, 폴리글리세릴-4카프레이트, 바쿠치올(0.25%), 하이드로제네이티드레시틴, 에탄올, 소듐메틸스테아로일타우레이트, 에틸헥실글리세린, 하이드록시프로필스타치포스페이트, 다이소듐이디티에이, 아데노신, 카프릴릴글라이콜, 토코페롤, 다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트(0.5 ppm), 아세틸헥사펩타이드-1(0.1 ppm), 아세틸헵타펩타이드-4(0.0457 ppm), 판테놀, 이노시톨, 아세틸헥사펩타이드-8(0.004 ppm), 소듐하이드록사이드, 프로판다이올, 베타-글루칸, 소듐하이알루로네이트, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드콜라겐, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 아세틸옥타펩타이드-3(0.0003 ppm)",oliveyoung,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000255624&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
2026-05-11,oliveyoung,A000000255439,신상품순,2,[물광플럼핑]스킨1004 마다가스카르 센텔라 히알루-테카 플럼핑 앰플 50ml,스킨1004 마다가스카르 센텔라 히알루-테카 플럼핑 앰플 50ml,스킨1004,50,29000,0,29000,0.0,0,"Niacinamide, Hyaluronic Acid, Cica, Ceramide, Madecassoside, Panthenol","나이아신아마이드, 히알루로닉산, 시카, 세라마이드, 마데카소사이드, 판테놀","정제수, 글리세린, 1,2-헥산다이올, 나이아신아마이드, 메틸프로판다이올, 소듐하이알루로네이트, 병풀추출물, 메틸글루세스-20, 코코-카프릴레이트/카프레이트, 부틸렌글라이콜, 옥틸도데세스-16, 소듐아크릴릭애씨드/엠에이코폴리머, 알지닌, 카보머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 펜타에리스리틸테트라에틸헥사노에이트, 폴리글리세릴-10올리에이트, 헥실데실에틸헥사노에이트, 에틸헥실글리세린, 하이드로제네이티드레시틴, C12-13알케스-9, 아데노신, 소듐파이테이트, 글리세릴스테아레이트시트레이트, 카프릴릴글라이콜, 에톡시다이글라이콜, 트레할로오스, 폴리글리세릴-10스테아레이트, 바나나꽃추출물, 펜틸렌글라이콜, 다마스크장미꽃수, 서양배추출물, 무화과추출물, 서양자두추출물, 멜론추출물, 락토코쿠스발효용해물, 서양송악잎/줄기추출물, 옥틸도데칸올, 아시아티코사이드, 세라마이드엔피, 글라이코리피드, 마데카식애씨드, 아시아틱애씨드, 프룩토올리고사카라이드, 향부자추출물, 토코페롤, 콜라겐, 글라이신, 베타-글루칸, 글루타믹애씨드, 류코노스톡/무발효여과물, 글루타티온, 레스베라트롤, 마데카소사이드, 수용성콜라겐, 페룰릭애씨드, 소듐클로라이드, 만노오스, 카퍼트라이펩타이드-1, 폴리글루타믹애씨드, 병풀잎추출물, 아세틸헥사펩타이드-1, 아세틸헥사펩타이드-8, 글루코오스, 시트릭애씨드, 헥사펩타이드-9",oliveyoung,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000255439&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2
2026-05-11,oliveyoung,A000000255430,신상품순,3,[대용량]스킨1004 마다가스카르 센텔라 앰플 100ml,스킨1004 마다가스카르 센텔라 앰플 100ml,스킨1004,100,26000,15,22100,4.8,8713,Cica,시카,"정제수, 글리세린, 부틸렌글라이콜, 병풀추출물, 1,2-헥산다이올, 셀룰로오스검, 에틸헥실글리세린",oliveyoung,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000255430&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=3
2026-05-11,oliveyoung,A000000254852,신상품순,4,[NEW] 구달 어성초 징크 히알루론 레드 수딩 세럼 30ml 기획 (+징크 진정 파우더 2g),구달 어성초 징크 히알루론 레드 수딩 세럼 30ml,구달,30,22000,0,22000,0.0,0,"Niacinamide, Zinc PCA, Hyaluronic Acid, Madecassoside, Centella Asiatica Extract","나이아신아마이드, 징크피씨에이, 히알루로닉산, 마데카소사이드, 센텔라 아시아티카 추출물","정제수,메틸프로판다이올,글리세린,프로판다이올,1,2-헥산다이올,에톡시다이글라이콜,글리세레스-26,나이아신아마이드,부틸렌글라이콜,징크피씨에이,펜틸렌글라이콜,약모밀추출물,폴리글리세릴-10라우레이트,소듐폴리아크릴로일다이메틸타우레이트,암모늄아크릴로일다이메틸타우레이트/베헤네스-25메타크라일레이트크로스폴리머,글루코노락톤,에틸헥실글리세린,소듐피씨에이,유칼립톨,아라비아고무나무검,잔탄검,아데노신,말라카이트추출물,솔비톨,에리스리톨,소듐하이알루로네이트,소듐시트레이트,백미꽃추출물,클로렐라 불가리스추출물,락틱애씨드,접시꽃추출물,소듐아세틸레이티드하이알루로네이트,징크락테이트,징크하이드롤라이즈드하이알루로네이트,풀빅애씨드,하이드록시프로필트라이모늄하이알루로네이트,하이드롤라이즈드디엔에이,하이드롤라이즈드소듐하이알루로네이트,토코페롤,소듐하이알루로네이트크로스폴리머,하이드롤라이즈드글라이코사미노글리칸,벤질글라이콜,옥틸도데칸올,아시아티코사이드,글라이코리피드,마데카식애씨드,아시아틱애씨드,하이드로제네이티드레시틴,하이드롤라이즈드하이알루로닉애씨드,C12-13알케스-9,하이알루로닉애씨드",oliveyoung,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254852&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=4
2026-05-11,oliveyoung,A000000254719,신상품순,5,아이오페 비타민C 엑스퍼트 25% 항산화 토닝 앰플 23ml 기획 (+ 크림 6g) (2026),아이오페 비타민C 엑스퍼트 25% 항산화 토닝 앰플 23ml,아이오페,23,55000,20,44000,0.0,0,"Vitamin C, Panthenol, Ferulic Acid, Glutathione","비타민 C, 판테놀, 페룰산, 글루타티온","정제수, 아스코빅애씨드, 프로필렌글라이콜, 프로판다이올, 베타인, 변성알코올, 3-O-에틸아스코빅애씨드, 아이소펜틸다이올, 판테놀, 다이메틸아이소소바이드, 부틸렌글라이콜, 피피지-13-데실테트라데세스-24, 글루코노락톤, 포타슘하이드록사이드, 펜틸렌글라이콜, 글루타티온, 아세틸글루코사민, 소듐메타포스페이트, 향료, 치자추출물, 아스코빌글루코사이드, 아스코빌테트라이소팔미테이트, 잔탄검, 페룰릭애씨드, 리모넨, 덱스트린, 서양톱풀추출물",oliveyoung,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254719&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=5
2026-05-11,oliveyoung,A000000254712,신상품순,6,아이오페 피디알엔 카페인 샷 30ml 기획 (+5ml*3ea),아이오페 피디알엔 카페인 샷 30ml,아이오페,30,50000,25,37500,0.0,0,"Niacinamide, Caffeine, PDRN, Adenosine","나이아신아마이드, 카페인, 피디알엔, 아데노신","락토바실러스발효용해물(바이오-피디알엔TM)@정제수@프로판다이올@글리세린@나이아신아마이드@부틸렌글라이콜@카페인@다이프로필렌글라이콜@1,2-헥산다이올@다이에톡시에틸석시네이트@글리세릴폴리메타크릴레이트@폴리아크릴레이트크로스폴리머-6@만니톨@에틸헥실글리세린@아데노신@소듐시트레이트@덱스트린@카카오추출물@시트릭애씨드@다이소듐이디티에이@T-부틸알코올@알지닌@사이클로덱스트린@하이드록시프로필사이클로덱스트린@말토덱스트린@잔탄검@베타-글루칸@아세틸테트라펩타이드-11@토코페롤",oliveyoung,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254712&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=6
2026-05-11,oliveyoung,A000000254553,신상품순,7,[런칭기념 최저가/NEW] 퓨어그램 오리진 부스터샷 300 앰플 30ml,퓨어그램 오리진 부스터샷 300 앰플 30ml,퓨어그램,30,10000,41,5900,0.0,0,"Spicule, Ceramide, Hyaluronic Acid, Amino Acid","스피큘, 세라마이드, 히알루로닉산, 아미노산","정제수, 다이프로필렌글라이콜, 글리세린, 나이아신아마이드, 1,2-헥산다이올, 소듐폴리아크릴레이트, 소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 폴리아이소부텐, 하이드록시아세토페논, 하이드롤라이즈드해면, 잔탄검, 에틸헥실글리세린, 아데노신, 솔비탄올리에이트, 카프릴릴/카프릴글루코사이드, 다이소듐이디티에이, 하이드롤라이즈드하이알루로닉애씨드, 마카다미아씨오일, 카프릴릭/카프릭트라이글리세라이드, 바오밥나무씨오일, 하이드로제네이티드레시틴, 세라마이드엔피, 소듐하이알루로네이트, 세라마이드에이에스, 세라마이드엔에스, 세라마이드에이피, 세라마이드이오피, 글라이신, 글루타믹애씨드, 라이신, 류신, 메티오닌, 발린, 세린, 소듐하이알루로네이트크로스폴리머, 시스테인, 아스파틱애씨드, 아이소류신, 알라닌, 알지닌, 타이로신, 트레오닌, 페닐알라닌, 포타슘하이알루로네이트, 프롤린, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 하이알루로닉애씨드, 히스티딘, 펜틸렌글라이콜, 소듐아세틸레이티드하이알루로네이트",oliveyoung,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254553&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=7
2026-05-11,oliveyoung,A000000254543,신상품순,8,닥터엘시아 345 릴리프 세럼 30ml,닥터엘시아 345 릴리프 세럼 30ml,닥터엘시아,30,21000,20,16800,0.0,0,"Niacinamide, Panthenol, Cica, Hyaluronic Acid, Ceramide","나이아신아마이드, 판테놀, 시카, 히알루로닉산, 세라마이드","정제수,자작나무수액,프로판다이올,티트리잎수,다이프로필렌글라이콜,부틸렌글라이콜,글리세린,나이아신아마이드,판테놀,1,2-헥산다이올,카프릴릭/카프릭트라이글리세라이드,하이드로제네이티드폴리데센,C14-22알코올,하이드록시아세토페논,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,C12-20알킬글루코사이드,트로메타민,글리세릴카프릴레이트,에틸헥실글리세린,잔탄검,펜틸렌글라이콜,다이소듐이디티에이,카프릴릴글라이콜,녹차수,하이드롤라이즈드하이알루로닉애씨드,하이알루로닉애씨드,소듐하이알루로네이트,폴록사머407,소듐하이알루로네이트크로스폴리머,하이드로제네이티드레시틴,마데카소사이드,판토테닉애씨드,폴리글루타믹애씨드,데실글루코사이드,아시아티코사이드,베타-글루칸,아시아틱애씨드,마데카식애씨드,소듐파이테이트,소듐디엔에이,세라마이드엔피,알루미늄/마그네슘하이드록사이드스테아레이트,병풀추출물,콜레스테롤,라이소레시틴,포스파티딜콜린,자일로오스,하이드록시프로필사이클로덱스트린,탄닉애씨드,레스베라트롤",oliveyoung,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254543&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=8
2026-05-11,oliveyoung,A000000254438,신상품순,9,[런칭기념 최저가/NEW] 퓨어그램 오리진 부스터샷 100 앰플 30ml,퓨어그램 오리진 부스터샷 100 앰플 30ml,퓨어그램,30,10000,41,5900,0.0,0,"Spicule, Ceramide, Hyaluronic Acid, Amino Acid","스피큘, 세라마이드, 히알루로닉산, 아미노산","정제수, 다이프로필렌글라이콜, 글리세린, 나이아신아마이드, 1,2-헥산다이올, 소듐폴리아크릴레이트, 소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 폴리아이소부텐, 하이드록시아세토페논, 잔탄검, 하이드롤라이즈드해면, 에틸헥실글리세린, 아데노신, 솔비탄올리에이트, 카프릴릴/카프릴글루코사이드, 다이소듐이디티에이, 하이드롤라이즈드하이알루로닉애씨드, 마카다미아씨오일, 카프릴릭/카프릭트라이글리세라이드, 바오밥나무씨오일, 하이드로제네이티드레시틴, 세라마이드엔피, 소듐하이알루로네이트, 세라마이드에이에스, 세라마이드엔에스, 세라마이드에이피, 세라마이드이오피, 글라이신, 글루타믹애씨드, 라이신, 류신, 메티오닌, 발린, 세린, 소듐하이알루로네이트크로스폴리머, 시스테인, 아스파틱애씨드, 아이소류신, 알라닌, 알지닌, 타이로신, 트레오닌, 페닐알라닌, 포타슘하이알루로네이트, 프롤린, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 하이알루로닉애씨드, 히스티딘, 펜틸렌글라이콜, 소듐아세틸레이티드하이알루로네이트",oliveyoung,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254438&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=9
2026-05-11,oliveyoung,A000000254332,신상품순,10,쥬베룩 PDLLA 리파이닝 퍼스트 에센스 150ml,쥬베룩 PDLLA 리파이닝 퍼스트 에센스 150ml,쥬베룩,150,39000,7,36300,5.0,31,"PDLLA, Peptide, Collagen, PHA","PDLLA, 펩타이드, 콜라겐, PHA","정제수, 프로판다이올, 글리세린, 나이아신아마이드, 펜틸렌글라이콜, 1,2-헥산다이올, 스핑고모나스발효추출물, 댑싸리추출물, 하이드롤라이즈드해면, 백미꽃추출물, 접시꽃추출물, 하이드롤라이즈드콜라겐(10ppb), 하이드롤라이즈드하이알루로닉애씨드, 아텔로콜라겐(0.1ppb), 다이에톡시에틸석시네이트, 글루코노락톤, 트라이프로필렌글라이콜, 폴리아크릴레이트크로스폴리머-6, 트로메타민, 하이드록시에틸셀룰로오스, 에틸헥실글리세린, 아데노신, 소듐시트레이트, 시트릭애씨드, 판테놀, 부틸렌글라이콜, 바이오사카라이드검-1, 베타-글루칸, 토코페롤, 카프릴로일살리실릭애씨드, 살리실릭애씨드, 소듐락테이트, 글라이콜릭애씨드, 파이틱애씨드, 폴리솔베이트20, 폴리락틱애씨드(1ppb), 팔미토일트라이펩타이드-1, 팔미토일테트라펩타이드-7, 아세틸헥사펩타이드-8, 아스코빅애씨드폴리펩타이드, 아세틸옥타펩타이드-3, 아세틸테트라펩타이드-2, 아세틸테트라펩타이드-3, 아세틸테트라펩타이드-5, 아세틸테트라펩타이드-9, 카르노신, 카퍼트라이펩타이드-1, 노나펩타이드-1, 팔미토일펜타펩타이드-4, 팔미토일트라이펩타이드-5, 다이소듐이디티에이, 카보머",oliveyoung,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254332&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=10
2026-05-11,oliveyoung,A000000254331,신상품순,11,쥬베룩 PDLLA 콜라겐 부스팅 앰플 20g,쥬베룩 PDLLA 콜라겐 부스팅 앰플 20g,쥬베룩,20g,62000,7,57700,5.0,51,"PDLLA, Collagen, Peptide","PDLLA, 콜라겐, 펩타이드","정제수, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 나이아신아마이드, 자일리틸글루코사이드, 흑효모발효물, 자일리톨, 자일로오스, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이드롤라이즈드해면, 하이알루로닉애씨드, 하이드롤라이즈드콜라겐(99.95ppb), 아텔로콜라겐(0.9995ppb), 판테놀, 베타인, 펜틸렌글라이콜, 하이드록시에틸우레아, 트로메타민, 다이페닐다이메티콘, 트라이에틸헥사노인, 에틸헥실글리세린, 폴리락틱애씨드(500,000ppb), 아데노신, 셀룰로오스검, 다이포타슘글리시리제이트, 안하이드로자일리톨, 프로판다이올, 하이드로제네이티드레시틴, 바이오사카라이드검-1, 시트릭애씨드, 소듐하이알루로네이트크로스폴리머, 소듐파이테이트, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 하이드롤라이즈드글라이코사미노글리칸, 베타-글루칸, 벤질글라이콜, 팔미토일트라이펩타이드-5, 토코페롤, 아세틸헥사펩타이드-8, 카퍼트라이펩타이드-1, 팔미토일펜타펩타이드-4, 소듐락테이트, 스쿠알란, 폴리솔베이트20, 팔미토일트라이펩타이드-1, 팔미토일테트라펩타이드-7, 아세틸테트라펩타이드-5, 아스코빅애씨드폴리펩타이드, 아세틸옥타펩타이드-3, 아세틸테트라펩타이드-2, 아세틸테트라펩타이드-3, 아세틸테트라펩타이드-9, 카르노신, 노나펩타이드-1, 카보머",oliveyoung,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254331&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=11
2026-05-11,oliveyoung,A000000254295,신상품순,12,[리뉴얼/속수분쏙] 리얼베리어 워터리 히알 세럼 50ml 기획 (+20ml),리얼베리어 워터리 히알 세럼 50ml,리얼베리어,50,26000,27,18900,5.0,6,"Hyaluronic Acid, Panthenol, Ceramide, Allantoin, Squalane","히알루로닉산, 판테놀, 세라마이드, 알란토인, 스쿠알란","정제수, 프로판다이올, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 메틸프로판다이올, 펜틸렌글라이콜, 판테놀, 글라이코실트레할로오스, 하이드로제네이티드 스타치하이드롤리세이트, 폴리글리세릴-10라우레이트, 알란토인, 베타인, 하이드록시아세토페논, 카보머, 알지닌, 잔탄검, 엑토인, 세라마이드엔피, 스피어민트 잎 오일, 스피어민트 추출물, 하이드로제네이티드 레시틴, 필리핀 오렌지 껍질 오일, 유칼립투스 잎 오일, 센티드 제라늄 꽃 오일, 타임오일, 수크로오스 스테아레이트, 폴리글리세릴-10스테아레이트, 리놀레익 애씨드, 피토스테롤, 스쿠알란, 바추 잎 추출물, 소듐하이알루로네이트 (6 ppm), 미리스토일/팔미토일 옥소스테아라마이드/아라카마이드 엠이에이, 세라마이드에이피, 세라마이드엔지, 시어버터, 올리브오일, 세라마이드에이에스, 세라마이드엔에스, 세라마이드이오피, 세라마이드이오에스, 글라이코스핑고리피드, 소듐디엔에이, 칸디다 봄비콜라/글루코오스/메틸 레이프씨데이트 발효물, 글라이신, 글라이코리피드, 글루타믹애씨드",oliveyoung,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000254295&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%97%90%EC%84%BC%EC%8A%A4/%EC%84%B8%EB%9F%BC/%EC%95%B0%ED%94%8C_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=12
